X_07j6EI4gu:     3528     
TUQpI2ZRD8Og_e0IBs:     943     
w8X85W1:     559     true
j79tRIcGEXuK81hTMD:     4167     true
slyBLUrH6yz1If0UoI4:     999999     5
CZm9qKT:     not_a_number     
cUYi06:     -3568     random_value
hXUDDGutKYRmHhs:     93     5
X2_:     -589     5
AqQrOBskdP9:     -911     false
X8UWVlQBqgK8tu0JZIFt:     4185     
xRwXv:     56     true
pyIJ85:     999999     false
EsdlSshEM3Vs0:     3476     true
aGSto7KMHnsJ9:     999999     true
OUSFg:     -3370     random_value
PZr9Yal:     2916.635659409436     
QMmqvF0sMPS7qtAsNqJ:     753.9060546379696     5
GwkjwQ2by5707bS:     -45     random_value
TNM:     not_a_number     
N:     not_a_number     random_value
C_4Jj7erTyJTNFaNUt:     4068     5
Ea3:     4963     random_value
AKfvyWQddf:     -711     false
qKm:     999999     5
bNx_d7XeBX:     -685     false
fRB7:     -853     random_value
zRzrbnp:     999999     true
YRDf2L1K_EX1EJ:     999999     false
Dd1f:     999999     
rpY:     3131     random_value
umA:     9764.460257520765     true
PNPIQ3KhLwRejO:     2234     
W76sYwcADQcHZ_BtB:     not_a_number     
RGNDoNEgvAW9y:     2751     
cCC78:     not_a_number     true
Xay1d79O:     3150     false
do9p:     999999     5
fAHj4_SDOY_FaA0eRXb:     6614.968182596687     
Ezj0:     4575     true
wBxevAhJ:     789     
i:     -762     true
YmxTvgBhD:     2991     
CjNN9aY32I4Jry:     not_a_number     random_value
AaTeegQwG:     not_a_number     random_value
IvJoF7lLBQmv:     -2544     true
q67Y7DZHI:     254     random_value
ooGZzTEJba:     -4045     true
zcdXxA0NEn8sRK:     2090     true
YUsnA8GC:     not_a_number     false
CSJlkjyFInuTg:     1722     5
Q3slccBGNXcTmcE6:     not_a_number     5
ClgmsA:     2697     false
KixMP63GyQsaOxbaK1a:     not_a_number     true
T2:     -2497     
e01t9vTIONnD:     -339     random_value
BFpXV:     not_a_number     true
Rnnl_c0:     3568     5
TeIy:     999999     
qUMqxQ5IWw:     -2970     random_value
J:     999999     5
ZLphDRJ:     -1541     random_value
m6tPS:     4381     5
AMHzm9FAv6zzI6vgs84J:     not_a_number     
z:     -3220     true
MDxasCLK_B:     not_a_number     true
peDLx6SXaSQ8wHbalkO:     1069     true
phQsHsizonQbQ5m:     not_a_number     
jn:     -4481     
ivAao1u0Z:     1710     true
npy3WCxMzQDd0Sxi:     13     false
BLC:     not_a_number     random_value
btJrXSst:     -3922     5
adlazPGR5kZ:     not_a_number     false
FWg1cL2btQVuQH:     -3622.9167861985243     true
ESbYTdwAKZfvpUW:     1049     
PkSg7HUH5hH2_SK:     not_a_number     true
fzUcGZ9sGeN:     3132     
KTCGuvR3:     not_a_number     false
xTW:     -632     
cvz:     1661     5
xV2C1:     -4976     false
UTKWxyN:     not_a_number     random_value
KJ:     357     
luTwD:     -4213     false
BX:     -2564     true
Zy_bJiZw8zUFiu9U0:     999999     5
oxP0PgKb6LPmzLcCv:     -1878     false
p:     not_a_number     true
SVQ0zqCUZ:     -1028     false
pkch_d4r:     -4769     false
u2C:     596     5
AZ5lqS:     999999     
Nl6yQQBKk2xoB01w:     -402     5
D43:     -7428.306202082342     
gl:     2464     false
iaMudye4mFZT:     999999     true
UuSV7e:     1328     true
fz:     1764     5
TY83:     not_a_number     random_value
QW4PmejCNRLYYB:     999999     true
OG1Q9HIDeUfNlmN4H1:     -734     true
zTTc7VXF70:     -230     
Pfa85tNLWET5F51J4Iw0:     not_a_number     
rR_OmYNk8eKXafCYBte:     999999     true
Tvjse:     not_a_number     random_value
QiwIYzO:     999999     5
K9SGwwHA_jJyd3eZH:     not_a_number     5
tqBQ1tieSgdynV58z4:     -4214     5
bUsQ6LARtPjuk:     -441     true
Sw7_gf:     -2064     
vCfFtZr3qp:     7252.473462074704     true
w:     not_a_number     true
awPrxqKX:     -1148.987366057645     
kH7nc81IiDE:     999999     random_value
x7:     -3835     random_value
Gzr6eAn:     999999     random_value
ZjFuik:     944     false
cTi2BI8C7EdC:     2055     false
c8a53qYYf8c0xQ0p:     4703     true
obXjoZ:     2993     true
TJyqrzk3JQl8Av9UZk:     999999     true
qbEmRazXG9Xkx_sAT:     2054     random_value
KvVf:     -4208     5
gSH3Pbd4r:     1586.6897016197854     true
qvl9zOWSLD:     not_a_number     false
RiHEe7QEBN9jK_ZUHJ:     2517.314298142721     5
HpBoK:     1620     random_value
vJLEh:     2574     true
bKXWNjldmP3nFC3:     not_a_number     
Wugb9udevrCQ:     -2604     random_value
bTkaqUb22DcptW:     -4978     5
HG3Tjo0Lju2e:     999999     true
Pn6k_vFFskcU2TSKxrk:     4018     true
oe3:     3977     5
k3pOvqN1:     -9256.296707982636     
vPD:     911     true
vrsjZRYrWw_YQU0w_mAE:     -4098     
v5M9y:     962     random_value
X04:     not_a_number     random_value
kFQ2mnDMQh1h_KpVGg:     999999     random_value
y:     999999     5
xVcK:     2225     5
Y41drGloWSpZlqM3oQu:     not_a_number     
X3EiUC:     -940     5
ZE:     3056     false
HxwS8UrURQY3ALs8fS:     999999     true
wTPfP:     not_a_number     true
DYAaS1pMP1j5S:     -2491     false
ABpLKi:     999999     random_value
Ux32l:     999999     
X:     999999     false
wEY5yaAZIJ5tbg:     not_a_number     5
uaoE9lawyl43:     1159     true
Lhk0C3SkjnueZP0ycf:     not_a_number     false
Zv8S0:     -2899     random_value
Umnwu9gXd7aA:     999999     
d5Rg:     not_a_number     
Tyy5Q2YrH:     -4770     true
jeGCtskl08fy_et:     3235     5
zibYqRYKQYN4:     3307     random_value
T3CLWI:     999999     true
H1GLZAKZOMbyCAU:     not_a_number     5
Eyq89:     1172     false
HGkPH0aqmtJ_ay:     4775     false
wtzjN8cE2CkRP:     999999     
hBNFv:     2573     true
kE4kvsCOGakviXD:     999999     random_value
FfTc5vG5ti:     not_a_number     true
ZJ5E7US:     -2077     true
KkqOFI:     4999     random_value
fi2K4UNFE3V2_sG:     not_a_number     true
s:     -2901     true
B4as:     1256     5
ojBnreq_SlNLZ:     999999     
AmJV0T9:     -2192     
rSVaVn_iktXRRKwSwlv:     6     5
UagVTjmNRtjg2kWrLT:     not_a_number     5
BzFg:     not_a_number     5
bG9uzDglI:     999999     
EclmxGXHoD:     not_a_number     true
H3eZVviaIgIrVGFBK:     not_a_number     false
cOrGJg_flGqXpYmJs_ZX:     550.530009031052     random_value
zYL135liongZQwicPC:     -1297     true
VEhbAeHTE8d9Kscsz9W:     -1119     false
AgAoxx:     -4421     
d:     999999     true
R:     3735     false
AXqiP7WsqMk:     4807.487299020206     false
IswISAWTe4:     2451     false
U5YW02_JWh_:     3988.27357650914     true
IkNu1UcaUgOji:     2726     
cnsCwj5YT7Bx1smQk:     not_a_number     5
AOJE_68l:     not_a_number     
J73NYtPqCMMej:     999999     
PRYLhVcnFmm0Lk:     2613     
Xs7YqQf0NSntutRFYw:     2323     
eGk:     1384     5
Eg9Jy3wwXnzl78cQXp:     not_a_number     
ovK8cIiHG:     999999     random_value
TkMg4CpJ:     3481.2256038646083     random_value
Sn4f:     999999     random_value
xGNNjvnIGZCMdV:     -4795     random_value
FdaDdsoijs:     4778     random_value
ANff5ItcXv1JHajDi:     4304     random_value
BY:     1269     5
K5iIbb9rHGPQXL1:     -781     
k9eNrlKQCeF1ce:     -3464     random_value
BNfPTI55KahuLlm0Ke:     2311     5
sv4XT_U:     -4411     true
R80difp3rncZl:     3837     5
f2XYBvmlmfYYCHv:     2902     false
aW3AmMfBZ:     4384     random_value
y:     999999     
fCjrVhwn5LtDtww:     68.0006374762288     5
ZFKifBnL2:     1361     5
rU7SN4yrFaVDW:     654     
SLm50Kvqan0:     4937     random_value
tDmhI:     -290.5914988916611     true
Z7a8EFzBdKHbOR:     3849     random_value
iMbtsiT9KwTI_sWw3rz:     999999     
ry5eRDKQYN3:     -2069     false
zguboo9P6JHja:     44     
YTR_sVaDG:     -3202     random_value
tHuDgJNuXKr5jgjT9Be:     4064     5
u9zAnFaq:     not_a_number     
S0VoE0VRSLGYx:     -4084     false
uL0B:     1832     false
k75f:     not_a_number     true
oWJt4f9tA:     -1794     5
aa8Dht5OzOaMvnj:     -2479.6321497730523     random_value
MauFb:     -4717     random_value
Mu2hbKYgzmcK:     9285.728079120763     true
reBz_CDO:     124     true
isT:     999999     true
CWnpdsnbZ7R8esKT:     -1212.390630437223     
YIodSewOhl1e:     999999     5
j7ljnlnB6wSTLvI:     2705     false
gGojyrvwmCgfgoFEIr7:     not_a_number     5
xh3wCg75:     785.5314936025225     true
sJMEzbJ5YkL0YB:     not_a_number     false
thc:     2454     
gqCUFpd:     -4173     
JSXIXXR7ktNrAHLGU:     -5825.609820908446     true
WwNpQ0VPhg_mVfyH_UR:     6785.156972312961     5
Wf8VQuP_o:     3002     5
Xp0gsik:     2833     true
xiF3:     -3412.4361167276593     true
X_P:     4737     false
rRr_8r4X2u:     -7049.203949377072     false
iR6BgeqwTfS:     -2856     true
DZ:     999999     
C9giJprgfIQMQgjI1:     -652     false
xQPRTyxLbd_oJo72:     875     5
GiJo2:     -1218     random_value
xAyk8pEGGKLf6hw:     -2190.683646905367     true
vW:     -2895     false
ulVEYtd4EDioGsWIA2vV:     3576     random_value
VcaJmQuSZraq:     -4118     true
X6BqDDR0wKGxew:     999999     5
qt:     -2205     false
cp8IS:     2781     true
Dl0QB8u8gDEKhqUm:     -4306     true
hEIP2pvaaupUCMF2xJ:     not_a_number     true
OtcikKbiQLiW_jYNT4jT:     not_a_number     
EgkFVIZJo8m7Y:     999999     false
F2x:     999999     false
but:     999999     false
KDbLElpxE4NMHm:     2039     true
NSBNmp:     -1354     random_value
VOADz0MTN5nzM:     not_a_number     true
OVbkV:     9241.558063137156     false
JhcU9V33c5m4Zr:     948     
II3APIOcy_:     -3807     true
l81qYHo:     not_a_number     true
JEjIge8:     not_a_number     true
UMWFDgWyWJUxPQ5YrA4s:     -3302     random_value
Q:     -843     false
JGVEqOq8rXQYI3zFr:     not_a_number     true
J6ZM6dFK2H5wwg0bw6DB:     4424     false
KGVRpVk:     80     
xZ2InsT8jNdANav1MuY:     -4944     random_value
aKcG1vF_Bze:     -2019     true
ovp0:     not_a_number     random_value
JA2uKNZBtW1KIO8t:     4070     true
GwqEo:     not_a_number     false
peJ1FTgd:     999999     random_value
E:     -7072.581745023994     
COnaLOWWhfcKEt6:     -1851     5
BMI:     477     false
ASAydg9J9nXBT:     1302     random_value
O4wneTvA7NTI6:     2895     false
CMtLJjX4htM:     859.8642282680994     true
KU1hul34PyaeZH:     not_a_number     false
HiyLlBpHVCrsVD:     4845     
Hny12yAAGg:     1286     random_value
C8XNZ7MTRn:     not_a_number     5
Pb81dKBASelKVNLwO:     571     random_value
YhcqA7:     2454     random_value
IWiVpJct:     999999     
cHS0EqjD0HBY9D2H46o:     3513     
x_sjmQitR4Q4bhFGtW:     not_a_number     false
iCzqsjr5eZG0:     -1057     5
HqDh_cVClujM0uT0t53R:     -1151.5516429841591     
lDeARxjPoEC5:     -3898     5
VpYn:     2119     random_value
i:     -7657.946002816956     random_value
f40m2t7wr0EJRoEYw:     -5138.520785217377     true
Ov43GUmYYxps:     -3873.1481521376645     true
HaBtHNDBH:     -4884     5
LhWxyR8XznNz:     -3571     true
Mf:     4011     false
U2N:     not_a_number     false
Xh7bqRNmxR3VX8:     -109     true
asEsQGhHvPoekLn1Ldlw:     2328     random_value
Umfu:     2446     
qr5O3:     -393     random_value
p4owjkXGR_AokvdhsMXF:     475     
tkOUbkVgGbRGZqUuM:     999999     false
HnEWS22Emj:     not_a_number     true
ENKSmo7N2o_:     999999     false
Q1f_hkOfhSIOw843:     -442     
iixXkmy_rRpmnIi:     3756     random_value
MtiiYrCD:     2917     5
K1OXIbvbfU2_kPX:     999999     5
fIVF7k:     -370     true
Btp8QE9O2:     -3078.7260558861544     
tqOtg_GK7yUBGH7:     999999     true
G6ktJ42thyJlouarvw:     not_a_number     
q:     -4596     
IXtBLNppIsif9G28se:     999999     
HMtAuG:     316     false
ztGcuJHuoVdNdRg:     -5744.553902377392     5
tIb0FKl:     -3494     true
XHSZMavFo6:     999999     true
f9mE9abu:     6940.487118970137     random_value
DHXNq0:     60     true
Hyccq7pO8qJDCJCd:     999999     false
n6ePQDj9F:     -1851.8429442520892     5
fHRU2y8idQcTGSyrIxp:     2185     true
x0E:     not_a_number     false
ZR6gZBLtI525s:     9030.381059057774     false
zB1S4EnbO9CqoSr:     2392     false
s3DMb:     -1328     true
SBq22adwms4:     999999     
G7WD3IA:     -498.18875433517314     
N5gX2Kho3VPoS1bh:     -11     5
qfTo6QVFoIz8h:     -6857.747837545389     true
Onaq9bXdp5:     2731     true
sBvsCLd:     2954     true
LgKgzH5SygfyJJfHj:     -4728     true
vZHpShww5a9:     999999     random_value
aiyJcJ1kjBYlA8qP:     3884     5
WKba0zlKMh8yHfHz:     not_a_number     
gqiyfg69tsaMYHSZh:     2206     
PX:     999999     false
q14StlegVhmIGHSRF:     -3901     random_value
XhClBkONAkiuDkrg:     999999     5
wjCYDfc6MXQN:     1855     false
D1CdEXe:     4817     5
PFRXuW:     not_a_number     5
Fw1OjiFAQAcZnLysLOK:     -4752     random_value
HwLsDSSnE:     1273     5
OBp:     -3603     random_value
VTUEg75MKPG5:     -552     true
huJnaRfN3ojKoIfGf:     999999     false
hN3P:     2990.423214852346     true
pHeplFxmlapl:     not_a_number     
vQ0agZTBM5hQAC:     999999     
BZ7VerURJbPdJV_V:     2367     false
urfwqm6PHmtgPQqf83:     not_a_number     
vE9RkOHT7LsCvcQVpNas:     999999     true
hK06wvtdxauVNObq8:     4442     
ZJbGBfbhBf8z:     -4620     random_value
ugl_lccFrvXgIUYdI8r:     999999     5
vQFruxMJkVp4gi:     -3168     
atN734Ch:     not_a_number     5
M:     632.6362825651595     false
D:     8736.807640536717     5
je0lRo76rUY:     -655     random_value
e:     999999     random_value
No:     not_a_number     5
TJp0:     2833     true
B0K:     2447     
jLLCa2PH:     2367     true
lt5l8HZdAZhxAeF4JXvw:     999999     
Uaz5lINupnrV_ObslGi:     999999     5
jbNiDzPoLLeqIna0:     -1113.3327390666     5
eTl:     4583     
AAceGZjl_X1R55lw_tB:     not_a_number     false
Thkd:     not_a_number     true
mN5r1Rmke:     1993     
AQ3Yv03NEH58R8:     -9622.88586138045     5
EuYaRy_C:     146     true
eSfz5bvFvpTI7tumxf4g:     3761     5
fb:     1918     
q:     not_a_number     false
okm9WKgETAHt:     -350     
t3wPv1fLtJQ4KGZyQ0:     5410.771246885535     true
ld0Ly0xy1DKcv1ui9:     not_a_number     random_value
ug:     -4602     false
JrRInIn8U_B1OqJD:     157     random_value
aYaFrATwYJEUI:     not_a_number     true
QDJNV6:     92     
BI1vxb:     4934     
PhVQEs4kUkZ:     -403     random_value
l:     not_a_number     random_value
Y9pdwPIRfJA4aT4idev:     -3602     false
e2NrU1lqe20Biz:     999999     true
UHzNPYiudHU_t:     -3914     
DbxhZRX:     4592     true
jhwdz:     187     
ftfZvZl6pJhvZdGo:     -9399.521513969908     random_value
wlFyj27Xj:     -5615.126332465179     random_value
j0:     3738     
jC7s1:     -8011.132090622468     5
QJy94s:     2755     5
hiKYNj:     -1030.6185962067666     
RCk8NFM_:     -5904.46830800287     true
lqY8Ah:     662     random_value
fa8e8hZAw_:     -1561     true
sCmR8mRW2o:     -8003.733384104507     false
Dc37UGDOkido:     745     5
C3L2hsNppin:     4438.715892567356     5
DA:     999999     random_value
qRl:     704     false
HQ:     3179     
Q1aUeJ2ZU5OwF:     4843     false
tJwK0vfRmySPKcbS:     901     random_value
fxtrFGj4hP9m7tA:     not_a_number     5
MUl3MFIjOJ5_qQZl:     4613.309425108981     false
Z:     4048     random_value
nMU:     -128     5
aZvIQcyG5Fxtg:     not_a_number     5
miJ:     not_a_number     5
jkhigH:     -2772.0287510103135     true
J22Of7lraKRTxa_J:     999999     random_value
VHB9OX0sd:     937     
m_aPd:     4848     true
ecI3Ql:     not_a_number     true
Y:     999999     5
VbFLk5X:     999999     false
EPamy2_PkDanZZG8fD:     not_a_number     random_value
UzwMlG:     -387.2437841889732     true
upvxV1:     1290     
A27pzVe6:     999999     false
eDU2UNlmnUfTm:     2024     5
Ym01roK6oCSujrTC9:     not_a_number     
A7qyxPhTzTpzo:     -3617.381947701865     true
s_7nZ5yYEz:     -2457.2840536172744     random_value
aUm3mCWuOgCqR2uT:     not_a_number     true
Bq3RjNkZtt5:     -109     5
p:     not_a_number     false
E92Fa:     999999     
fWuSO2TW69WMv7PHf:     3235     false
vFpWMb4XDkljvVaqMFw:     -2918     
SNqG_2vihqfSy_:     -2043     false
OJQUwroy6ht:     -328.57677261872414     false
vaIutG6y0YT_z:     999999     
WUDTiheY:     999999     
EWEipfuGs:     not_a_number     
QBNP1i:     999999     true
OxkL4vuZBGMiw:     -4114     random_value
ce:     -1466     5
ctctdV8a:     4244     false
TkCYpiBU9:     not_a_number     false
h9:     3734     false
lJmsIPGX1v24lI8:     1667     false
JFVZz4aCbZPmyhiRxU:     -3317.2596494035233     false
v5nUN:     -1820.0005397483965     false
LALW6pCO:     -28.12979092039859     random_value
kH3gBWtXBIf:     -4920     random_value
xx4HRaZsIeDYC:     1665     5
ytfUvGFEaIhIPjwUwu:     3136     random_value
pa2eIAUJG7TK:     999999     5
cOjMrOIj_:     2243     
tK43DFzc:     -875     true
Xz0:     2988     random_value
BGB1pide7qBCXcw:     -1125     false
dBwjy200:     -691     random_value
g9:     867     
J7t1hlr39SyvbQ:     not_a_number     
TXFqxf:     not_a_number     5
s:     2244.225073487454     true
uuf0jg3wZzWCkfcjAZt:     8252.917409372203     random_value
l4Wqyyc4MUt5go6B:     1083     true
VyzkEj9t5Sh:     999999     
eVmiJBgbUIcXE1NUJ:     -244     false
RukQTzM:     2679     5
Wdega2Ah9d:     999999     5
GxUs:     3567.188752745531     5
r6N7d9:     -8317.471927171411     true
SH:     not_a_number     5
fa:     -1766.8448583074605     
jq4IzrtVCxBD5A_O1:     999999     random_value
AC0fHElYT1dLcpJ6or:     7539.997283115561     
ZL:     6530.534957497879     random_value
qJdVCJpYts9kMrBhPv0:     -3868     random_value
A8x:     6863.784550657645     
lKJLe:     2610     random_value
gGE:     -2405     random_value
cPB7_:     -2753     random_value
ubZMwujM4yLiQgtb_LW:     -4748     true
mq:     -4409     false
KerSi2B:     2062     false
RLMAm7j0:     3715     random_value
iPacl5j_QN:     2436     5
uliifU3KW3iYCjBKsWUs:     not_a_number     false
qaj2lATLA8AAmImgK:     not_a_number     5
X:     -3018     false
xjvaY3eTYkkkd:     -1256.5961492437345     5
VRZaO:     999999     5
DoH:     999999     5
yHL3HOrAtmF:     2038     random_value
wR:     -4892     random_value
o4bF3:     1804     random_value
Tlb0vdnB:     not_a_number     random_value
ISkhez46:     999999     true
lXPx3h9DLX0a3VH5SA_8:     -1221     false
ktDffX1CWRsR5wCL6Ti:     -4548     
tnmXeAs:     -1252     
IoHRgSoHgj1:     1812     5
XoZ:     3317     5
U:     not_a_number     5
QAeZnlRKv:     4457     false
n2tW5fAEHLWTaTNozw1o:     1952     5
bbnrpZapS4W:     -5235.132816037009     
vvZ:     not_a_number     
TtrTt0YQFK:     not_a_number     random_value
NvnLXv9ARcYmaAdzeKa:     -1823.0031453496422     true
G6yVa5i3rEL:     -5981.764284670779     false
vj:     999999     random_value
A0PgSZ:     -123     false
j5RZTn4EcKczPiOrNAF:     -4725.792965512972     
EasT:     not_a_number     random_value
caRmeZXI:     not_a_number     true
Xz0bt:     999999     true
XHxozUDVHuPqpfmJ:     -4822.976257381142     true
ab03:     999999     false
QJpToHh0oZk:     -3281     5
jbrblHJEkypLcq33:     -3684.232434142922     5
IZ:     -4377     random_value
xa:     1872     random_value
WIV7mscvraYoMsUbsn:     -3974     
G1q:     1076     false
sAdGXN:     999999     random_value
Zhg5MqaSt2y4sJAk7r:     417     
JG3HJgByxLrr7Ru3fA:     999999     5
rWOprsofMjrwOy:     not_a_number     
bLc_ObUc6SD0Y:     359     true
eWiF:     -3810     true
N85uYZHlO48:     -3577     random_value
YkbOlXmTvRPycKGuynPJ:     999999     random_value
PMV0ZB:     999999     false
CVWxnWyUt:     999999     5
gl8cKGmGsh:     -2707     random_value
VDMoyD1zVv8EQF:     -2610     
Lqdg:     1242     false
Ygc:     -4716.704346662668     false
QFU9B9m2nNDN2o4brGp:     3835     
YHh4RHKbsy00JnL:     4046     5
WxnlCdcx_s:     999999     true
VqDT_u5vY:     999999     true
WrjaZiojTFNtOcmDdYLh:     -1889     
NUG:     -1685     5
lo1U4lzttnVZUthZwy1o:     999999     random_value
joPO72NKCJ4yFx1:     9463.620818886018     
Yapt:     -1690.1569302728894     random_value
GNhTQuZou0Ss8x8Ha:     1085     5
BhdbMkMV:     999999     true
JQ5Dj0WYidZZYYx5ilDu:     not_a_number     random_value
bjbyQd7fxC_pE5my1:     8552.680077517543     false
ADW:     not_a_number     true
W7GXxqCL:     4929     
n_gEQgR_PEnAPOF:     3219     true
LrSYxf6DM39zwRA:     999999     5
mMOLN5n4TqEv5bf:     999999     random_value
JO8FoJv_M6pm:     -3873     false
dKfqkKCovUU:     -1494     true
Rv0ymyCb:     -3500     random_value
hkYLa7Df9pXaPXpBkEW:     -1792     random_value
J9:     325     
uQKeK2MCxm1Pkia9:     279     random_value
bv98V:     3122     random_value
RY6UjO3MbAT8Y0o6RXu:     -4941     true
F:     -2295     false
OzzM13p:     -3712.0739823603226     random_value
x9yYwLyjWhL:     not_a_number     5
noCEjN55M:     -9399.416966977511     5
nNw8_P0mwwc:     6745.251222187049     5
Hgji91P:     -418     5
Ltr:     -1041.1362913878565     
wrQB6M6SAm4LNoW:     -4822     true
k14Bsq:     1432     
W54qYTHbI6Fu3lHJv:     -1582.7628528810237     5
t1YIvNyH2MH:     2314     false
cRreA7:     1395     random_value
oWk:     888     false
rE:     -7678.209694876528     random_value
dlDSR3JDBbrVmnTkKUz6:     2555     false
Tcwo5TXy0:     -155     random_value
kjgyP:     4942     
wmWyB6:     -54     5
a7:     999999     false
v:     -9338.961752365605     
RvZi2evvVzv7E66w1:     2474.057700570287     random_value
QCAcNVvf9c_B1uLpEn:     2292     false
D2N84Q:     1699     5
ovthZI:     9735.224197017447     5
W2xZ:     -1426     5
zM6ODKv:     -7115.9374051912455     5
nBsWzp_0Rb6QpgYh:     4803     false
K84ZxbOvnzlj:     2964.408542896299     random_value
DJ2CqVmlo:     -755     
OIXxOBEWCq:     -4629     5
p8OauCcl:     4200     true
rsb:     -3380     5
a8Ak_W6N3La:     not_a_number     
JObsO9:     999999     true
o:     not_a_number     false
m4kw1efbJYVxSP:     999999     true
iG:     4702     5
z_K2DNwz7T0rTE:     999999     false
jB873EdYN6F:     -3995     5
vX8J2jqlR:     1271     false
QmMr6MDK001olDZ4eJE:     -8766.93872763019     5
IV8pCyAnZ8Q2qE99r5I:     899     5
bgIaT4EZJ:     -3350     true
WKN4A5cqdrtvG9xR:     999999     5
iLv2NOgkcHz50yni:     1540     
Z8DjzPCfx6xamgG:     4578     true
cdRx_fVJ6EQ2oR:     not_a_number     5
GlHMRWCBCG4:     999999     5
oC7GRSN6W5oP6DEo_RDd:     -495     
fpntf:     2208     true
ZKheFXNfdiFFmC:     2578     5
uyZJqcN__0sC:     -2391     random_value
fB:     3049     
AUhfzrTiDsUu55:     -1379     true
X3j:     -841     false
ykhDsBtz:     not_a_number     random_value
mE4cLZtNp:     7056.267105715942     false
rJYeEsbUxk:     -1626     random_value
x7TMfCOTDYU:     3104     true
R8Sur:     1632     false
aIK4tCcLLX532J9D:     -751     5
D:     not_a_number     random_value
EDU:     -540     5
qGATU8U7pNKWaV:     1507.4818646916447     random_value
QUx5:     999999     true
zRoTpbdOQOCxI:     -3243     true
sA3yUUDn46c:     -3692.6324325462147     
dpgwthB53NzTBNkmJ:     -1848     random_value
XXtPG7:     2791     random_value
sieXfvxft5ZuOpQ:     4882     5
R:     3957     random_value
kBXE9jB7m0EI:     not_a_number     false
NFn8AdS5Oy0oKI3Ar:     999999     
X1CBMcMIUz2t6MnFt9:     3227     random_value
skQp3vgjWGXYA:     not_a_number     5
DjbAm8Pl:     -1742     
Bpk:     2166     5
hpK:     not_a_number     true
x:     999999     false
y35:     -8852.106395935087     false
ybSpUOs:     2554     
pNxAl5yAnzy:     4593     true
sN25lEvtCp:     -3043     
yHBHPuLzzarr:     906     
DLuxRy_W2uIX:     3050     random_value
HqNQSDQCJewTzcdr:     -792     false
AD4FjTUPb_YxiGCrWKBh:     1921     5
u0iPBNo:     2541.276440359461     random_value
b:     5926.704996694425     false
NwZprHv2ueWIEa3:     999999     true
i9CkaosqAW:     not_a_number     5
Yjaoit3t25fTkmCeS:     999999     5
CIAF900:     -3117     
q8xi4e2YMf:     -4712     
yDXBwjrIPGDq9ti_:     2371     random_value
getVud2J:     999999     false
N:     1988     
yoGU_tZ9H6yYpP:     3009     random_value
esfjQ:     1792     true
P3MnTi8pliQokUPRvxOH:     3882     true
VQW6Rqhf6N:     999999     
wSEXYJGi0nETDGJ6lq:     572     5
gcA:     3179     
N:     not_a_number     true
FyLSpy2:     1057     random_value
RXw_fyedTCN8hU0y14O:     not_a_number     random_value
YipeT7WRKlAA7:     -433     5
CpbI0byGkYhKrIYxu3Qo:     not_a_number     
cO4CoT0_NR:     999999     true
Cd8K4RnvJ:     999999     true
fE0bu97uo0O:     -3994.0447880002575     false
fLF:     6851.95367821258     5
Jdco2ohNkiH3tkJziuW:     999999     random_value
eVQoBlcM3rLXRa:     3343     
l:     999999     true
n9qY5V:     925     false
vq9N7nA:     999999     random_value
fu6De5Nc0bEFPiMGBoal:     3499.5303525132313     random_value
mycdt4loDR4_7Sw:     4455     5
CxGXi4Av1Vn6Ow:     -3108.6095535947234     false
qz86kqEejf5hm2Yhe:     not_a_number     true
Y:     -2862.513353133695     5
gh8pjbl0Bz:     489     false
JV4BI2viqm55Ad0t84oI:     999999     random_value
Ph8WlHTBKs5Ab:     not_a_number     random_value
pK10A7jB:     999999     false
h5sEbtv2jiLql5ac4:     3070     false
IBANSRSE2TZ:     999999     
REqni:     not_a_number     random_value
XEo:     -3264     5
PGXXDBW01VPQ:     1681     
CsO3etyeQrS1OG:     -9370.411798573177     random_value
q:     -5046.11615338483     random_value
Cs:     999999     true
CADEuGsDIbfuaJ:     -2950     
CkaPQIuUTlfba4HyON:     not_a_number     false
bJHLDZ:     -2329     random_value
BjX4kkpAmg9L:     not_a_number     true
Wp_kNcq7lb:     -1755     5
otfib:     343     5
yK83t:     1818     
X6xJVJ3rJ:     8332.526042867503     random_value
SGFGZiYAOm3:     -2957     5
T3M1DjChH0:     -1282.678943757861     false
corqPXFhodvc:     3018.406089364431     5
VjVnovr:     3949     
sQS_jRX_J4xMq9q:     not_a_number     true
G6qmjsoMKM6yFSO:     999999     5
i2A3gdpFJrMuki:     2143     random_value
aQ4GPS6XUXVU:     not_a_number     false
W7xPC_zsQKK:     3073.691214142211     true
FXZbUG31MbUcKFzusE:     not_a_number     false
grDZPmORQ4qGEt2P19Qf:     not_a_number     5
uEAiC7HIl:     999999     true
y:     -4450     true
YnJdoiIK1PhlcH0:     999999     random_value
QKyxFDNi4kF4K5b1:     -185     false
OvBy2DrvGB8:     not_a_number     5
vDJIYYID6PUOb:     -2123     
g3Sy92DQ:     614     true
MkzMhhD:     not_a_number     false
DUoOm4BsTVKhDXu8ml:     not_a_number     random_value
v1WPI9RHPf:     -2192     false
u3:     -2655     5
tTS2zicGZyoL:     -388     true
QxgSXeuQ:     not_a_number     
MK9cAsa:     3945     random_value
fuA1OUA:     999999     5
iPLbXxPWFTnQL:     -7676.44329375822     true
TIvEMR:     not_a_number     random_value
rgiW:     not_a_number     true
